Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Area µm^2,Perimeter µm,shape2D_MeshSurfaceArea,shape2D_PixelSurface,shape2D_Perimeter,shape2D_PerimeterSurfaceRatio,shape2D_Sphericity,shape2D_SphericalDisproportion,shape2D_MajorAxisLength,shape2D_MinorAxisLength,shape2D_Elongation,shape2D_Flatness,shape_VoxelVolume,shape_MeshVolume,shape_SurfaceArea,shape_SurfaceVolumeRatio,shape_Sphericity,shape_Compactness1,shape_Compactness2,shape_SphericalDisproportion,shape_Maximum3DDiameter,shape_Maximum2DDiameterSlice,shape_Maximum2DDiameterColumn,shape_Maximum2DDiameterRow,shape_MajorAxisLength,shape_MinorAxisLength,shape_LeastAxisLength,shape_Elongation,firstorder_Energy,firstorder_TotalEnergy,firstorder_Entropy,firstorder_Minimum,firstorder_10Percentile,firstorder_90Percentile,firstorder_Maximum,firstorder_Mean,firstorder_Median,firstorder_InterquartileRange,firstorder_Range,firstorder_MeanAbsoluteDeviation,firstorder_RobustMeanAbsoluteDeviation,firstorder_RootMeanSquared,firstorder_Variance,firstorder_StandardDeviation,firstorder_Skewness,firstorder_Kurtosis,firstorder_Uniformity,glcm_Autocorrelation,glcm_JointAverage,glcm_ClusterProminence,glcm_ClusterShade,glcm_ClusterTendency,glcm_Contrast,glcm_Correlation,glcm_JointEnergy,glcm_JointEntropy,glcm_Idm,glcm_Idmn,glcm_Id,glcm_Idn,glcm_InverseVariance,glcm_MaximumProbability,glcm_SumSquares,glcm_DifferenceAverage,glcm_DifferenceEntropy,glcm_DifferenceVariance,glcm_SumAverage,glcm_SumEntropy,glcm_Imc1,glcm_Imc2,glrlm_ShortRunEmphasis,glrlm_LongRunEmphasis,glrlm_GrayLevelNonUniformity,glrlm_GrayLevelNonUniformityNormalized,glrlm_RunLengthNonUniformity,glrlm_RunLengthNonUniformityNormalized,glrlm_RunPercentage,glrlm_GrayLevelVariance,glrlm_RunVariance,glrlm_RunEntropy,glrlm_LowGrayLevelRunEmphasis,glrlm_HighGrayLevelRunEmphasis,glrlm_ShortRunLowGrayLevelEmphasis,glrlm_ShortRunHighGrayLevelEmphasis,glrlm_LongRunLowGrayLevelEmphasis,glrlm_LongRunHighGrayLevelEmphasis,glszm_SmallAreaEmphasis,glszm_LargeAreaEmphasis,glszm_GrayLevelNonUniformity,glszm_GrayLevelNonUniformityNormalized,glszm_SizeZoneNonUniformity,glszm_SizeZoneNonUniformityNormalized,glszm_ZonePercentage,glszm_GrayLevelVariance,glszm_ZoneVariance,glszm_ZoneEntropy,glszm_LowGrayLevelZoneEmphasis,glszm_HighGrayLevelZoneEmphasis,glszm_SmallAreaLowGrayLevelEmphasis,glszm_SmallAreaHighGrayLevelEmphasis,glszm_LargeAreaLowGrayLevelEmphasis,glszm_LargeAreaHighGrayLevelEmphasis,ngtdm_Coarseness,ngtdm_Contrast,ngtdm_Busyness,ngtdm_Complexity,ngtdm_Strength,gldm_SmallDependenceEmphasis,gldm_LargeDependenceEmphasis,gldm_GrayLevelNonUniformity,gldm_DependenceNonUniformity,gldm_DependenceNonUniformityNormalized,gldm_DependencePercentage,gldm_GrayLevelVariance,gldm_DependenceVariance,gldm_DependenceEntropy,gldm_LowGrayLevelEmphasis,gldm_HighGrayLevelEmphasis,gldm_SmallDependenceLowGrayLevelEmphasis,gldm_SmallDependenceHighGrayLevelEmphasis,gldm_LargeDependenceLowGrayLevelEmphasis,gldm_LargeDependenceHighGrayLevelEmphasis,Centroid_X,Centroid_Y
ytma10_010704_benign1_ccd.tif,38e48bcf-4bdd-4ae9-8f34-4550f62b9f6c,Annotation,,,Root object (Image),Polygon,46.27,234.25,99.5,48,398,398,96,0.2412,0.5427,1.8427,29.9864,17.2231,0.5744,0.5744,398,398,96,0.2412,0.5427,0.2387,20.2491,1.8427,34.9857,34.9857,30,18,29.9864,17.2231,17.2231,0.5744,4949091,4949091,1.6326,70,86,135,159,109.9673,109,30,89,15.7756,12.3718,111.5119,342.0869,18.4956,0.1313,2.1375,0.3392,8.9084,2.905,8.8095,0.4287,2.1593,0.2822,0.7688,0.1988,2.6448,0.863,0.9892,0.8634,0.9543,0.2695,0.2836,0.6104,0.2754,0.8707,0.2064,5.81,2.3462,-0.3738,0,0.3578,19.1911,75.72,0.3365,35.88,0.1595,0.5653,0.646,6.6752,4.4463,0.1412,9.9689,0.0438,4.3219,2.921,170.4533,0.4384,2647.6667,2.8333,0.2361,2.6667,0.2222,0.0302,1.5208,1547.6389,3.0221,0.1919,12.0833,0.0433,8.1915,342.5113,26217.25,0.03,0.0158,2.4353,2.6275,0.2569,0.0481,44.6884,135.0201,60.0955,0.151,1,0.6145,3.8313,4.3323,0.1487,9.1533,0.0064,0.5843,6.8298,392.5603,92.5427,468.4925
ytma10_010704_benign1_ccd.tif,73f14f90-d9c6-433f-a398-14d45c326530,Annotation,,,Root object (Image),Polygon,176.65,17.63,97.75,46,391,391,92,0.2353,0.5805,1.7226,25.8947,19.2907,0.745,0.745,391,391,92,0.2353,0.5805,0.25,22.2046,1.7226,32.8024,32.8024,26,20,25.8947,19.2907,19.2907,0.745,4489638,4489638,1.4841,60,81,124,149,105.8312,108,22,89,13.3861,9.3783,107.1562,282.2068,16.799,-0.4972,2.7938,0.4421,7.6944,2.7044,9.6209,-1.5336,1.72,0.1975,0.794,0.3469,2.2393,0.9021,0.9884,0.9022,0.9608,0.1949,0.5547,0.4794,0.1961,0.7193,0.159,5.4088,2.0373,-0.4515,0,0.2827,39.2515,49.9942,0.2924,24.5205,0.1434,0.4373,0.8432,18.3382,4.7657,0.2367,8.1111,0.0674,2.6018,5.821,326.0468,0.2783,5422.25,4,0.3333,1.6667,0.1389,0.0307,1.3333,4360.5764,3.4183,0.2581,10.3333,0.0234,3.8081,711.3866,45597.8333,0.0424,0.0153,2.1688,1.0073,0.1987,0.0363,52.5345,172.8772,81.844,0.2093,1,0.4958,3.8206,3.7465,0.192,7.9847,0.0067,0.3483,8.6907,422.6292,353.3082,35.2545
ytma10_010704_benign1_ccd.tif,fb57cb7a-a4c6-4e70-8342-c02f095fbde3,Annotation,,,Root object (Image),Polygon,131.57,157.56,97,47,388,388,94,0.2423,0.5518,1.8122,27.4957,18.0387,0.6561,0.6561,388,388,94,0.2423,0.5518,0.2402,20.499,1.8122,33.4215,33.4215,26,21,27.4957,18.0387,18.0387,0.6561,5906540,5906540,1.1014,90,111,134,149,122.9794,123,13,59,7.6353,5.2221,123.3817,99.113,9.9556,-0.2389,3.6961,0.4898,5.8972,2.3896,1.6581,0.0628,0.9276,0.1792,0.6762,0.3539,1.8132,0.9104,0.9821,0.9104,0.9552,0.1792,0.4819,0.2767,0.1792,0.6783,0.1471,4.7792,1.634,-0.3507,0,0.2847,40.3875,74.3625,0.4648,18.6375,0.1165,0.4124,0.3373,16.865,4.4395,0.209,6.525,0.0598,2.0992,8.4062,227.8125,0.4121,6164.1818,6.2727,0.5702,2.2727,0.2066,0.0284,0.4132,4920.0165,2.5503,0.2172,7.3636,0.0479,3.6755,1240.7121,35575.6364,0.0311,0.0166,6.3104,0.6681,0.0963,0.0384,54.1082,190.0361,81.8196,0.2109,1,0.2784,3.8007,3.5927,0.2038,6.0979,0.0068,0.2767,10.8908,321.4227,263.1314,315.1108
ytma10_010704_benign1_ccd.tif,f24e2493-9368-4866-95d1-5fac4d42adee,Annotation,,,Root object (Image),Polygon,150.24,85.64,95,55,380,380,110,0.2895,0.3946,2.5339,39.0705,12.7832,0.3272,0.3272,380,380,110,0.2895,0.3946,0.1858,12.2699,2.5339,39.9625,39.9625,21,34,39.0705,12.7832,12.7832,0.3272,5511316,5511316,1.6214,76,97,146,175,118.9684,116,21,99,14.4588,9.5348,120.4303,349.978,18.7077,0.5954,3.3016,0.3984,5.085,2.1805,9.5382,0.8928,1.673,0.3509,0.6533,0.2867,2.5546,0.8496,0.9868,0.8524,0.9495,0.2725,0.5022,0.506,0.3091,0.9745,0.2553,4.361,2.1682,-0.2991,0,0.538,19.1311,75.0574,0.3076,67.3033,0.2758,0.6421,0.7848,9.4295,3.8746,0.2069,8.5287,0.0639,6.0164,5.9879,84.6311,0.397,2206.8696,9.1739,0.3989,4.0435,0.1758,0.0605,0.6843,1933.9017,3.4358,0.1273,12.7826,0.0264,6.3726,601.4839,9087,0.0312,0.017,2.8214,2.7049,0.2906,0.0704,44.5368,151.4053,58.3053,0.1534,1,0.6023,6.0968,3.991,0.2891,5.8079,0.0108,0.7758,14.8804,189.6868,300.4763,171.2711
ytma10_010704_benign1_ccd.tif,ac21047e-7f1e-4c0f-998a-33fe5e10de1f,Annotation,,,Root object (Image),Polygon,440.31,327.06,94.5,45,378,378,90,0.2381,0.5864,1.7052,24.816,19.5125,0.7863,0.7863,378,378,90,0.2381,0.5864,0.2498,22.1671,1.7052,31.8904,31.8904,24,21,24.816,19.5125,19.5125,0.7863,6758546,6758546,1.7082,84,105,154,182,132.4127,134,25,98,14.7771,10.5237,133.7152,346.6286,18.618,-0.2806,2.9339,0.372,8.1816,2.7724,15.617,-1.1027,2.258,0.2771,0.7814,0.2417,2.7144,0.8675,0.9894,0.8681,0.9557,0.2584,0.4409,0.6338,0.2671,0.8655,0.2057,5.5449,2.4106,-0.3919,0,0.3855,23.1349,63.4093,0.2949,38.0791,0.1771,0.5688,0.8741,10.7707,4.6476,0.203,8.9767,0.0631,4.0174,3.6582,198.2047,0.1694,3710.1538,3.3077,0.2544,1.9231,0.1479,0.0344,1.4556,2864.6864,3.0851,0.2451,10.9231,0.0164,2.124,488.725,32254.5385,0.0377,0.015,1.8161,2.2061,0.306,0.0426,46.3545,140.6085,59.8148,0.1582,1,0.6479,4.3449,4.3191,0.1925,8.5265,0.0072,0.4287,8.2964,390.1296,880.6111,654.127
ytma10_010704_benign1_ccd.tif,76439e7a-1cdc-4f84-be8e-373f9511c98b,Annotation,,,Root object (Image),Polygon,203.64,159.23,93.5,47,374,374,94,0.2513,0.5319,1.8801,26.7445,17.8714,0.6682,0.6682,374,374,94,0.2513,0.5319,0.2315,19.0464,1.8801,33.2415,33.2415,24,23,26.7445,17.8714,17.8714,0.6682,8100032,8100032,1.525,106,126,166,184,146.2727,147,25,78,13.5518,10.186,147.166,262.1288,16.1904,-0.0843,2.3998,0.3927,5.8226,2.3371,6.7347,-0.3953,1.6458,0.2026,0.7808,0.2782,2.316,0.8996,0.9881,0.8997,0.9598,0.1999,0.403,0.4621,0.2012,0.7297,0.1621,4.6741,2.1082,-0.4365,0,0.337,30.7093,59.6047,0.3465,24.6163,0.1431,0.4599,0.6522,11.7969,4.4507,0.2271,7.5581,0.0485,3.5652,7.544,178.314,0.5538,4921.8182,3.5455,0.3223,3.7273,0.3388,0.0294,1.2727,3765.8182,2.8454,0.2633,10.2727,0.1288,6.2224,1008.2418,30091.3636,0.0361,0.0174,3.2663,1.203,0.1757,0.0458,52.1979,146.8824,69.9572,0.1871,1,0.4899,4.1663,3.9753,0.2541,6.2166,0.0101,0.4139,13.5949,300.2968,407.2808,318.4599
ytma10_010704_benign1_ccd.tif,4b2d84a6-3229-47d7-8ff4-dbc495e87ad2,Annotation,,,Root object (Image),Polygon,93.2,24.98,93.25,47,373,373,94,0.252,0.5305,1.8851,31.4148,15.1889,0.4835,0.4835,373,373,94,0.252,0.5305,0.2309,18.9446,1.8851,34.1321,34.1321,29,18,31.4148,15.1889,15.1889,0.4835,4822240,4822240,1.424,86,96,133,165,112.7346,112,17,79,11.2049,7.4161,113.7025,219.1708,14.8044,0.9178,4.0188,0.4576,4.0102,1.9448,5.2412,0.2871,1.1956,0.2834,0.6167,0.3373,2.2523,0.8688,0.9836,0.8699,0.9474,0.2507,0.5487,0.3698,0.266,0.8775,0.2127,3.8895,1.9451,-0.2705,0,0.4515,23.8654,65.2019,0.3135,42.5577,0.2046,0.5576,0.744,11.0021,4.119,0.3086,6.3846,0.0995,4.0327,9.1224,89.8365,0.528,3597.9412,6.0588,0.3564,4.7647,0.2803,0.0456,0.9273,3116.526,2.9398,0.2038,10.6471,0.0543,7.1508,1085.8411,14030.6471,0.0301,0.0193,4.3844,1.4979,0.1572,0.0605,47.2252,170.689,59.0054,0.1582,1,0.4418,5.2362,3.7669,0.3619,4.5389,0.0136,0.5476,18.1661,172.9249,186.3901,49.9584
ytma10_010704_benign1_ccd.tif,8fa1175c-dcfa-4699-9d0a-b0d016831f25,Annotation,,,Root object (Image),Polygon,407.3,370.61,92.5,50,370,370,100,0.2703,0.465,2.1507,32.7382,14.5636,0.4449,0.4449,370,370,100,0.2703,0.465,0.2088,15.483,2.1507,36.7151,36.7151,18,32,32.7382,14.5636,14.5636,0.4449,4831130,4831130,2.0551,66,82,152,191,111.1568,107,37,125,21.5626,15.6891,114.2677,701.2835,26.4818,0.6632,2.6872,0.2791,8.6941,2.8232,33.4652,3.7441,3.3962,0.5007,0.743,0.1708,3.2347,0.8026,0.9869,0.8079,0.9426,0.3405,0.3199,0.9742,0.4125,1.1455,0.3306,5.6463,2.7068,-0.3303,0,0.6098,15.2401,64.6487,0.2317,96.8351,0.3471,0.7541,1.3684,8.2053,4.0747,0.1276,14.2151,0.0484,10.8861,3.0095,110.509,0.3624,1075.9333,9.4667,0.3156,4.8,0.16,0.0811,1.1733,923.8222,3.9866,0.09,20.5333,0.016,8.9653,207.3502,6897.4333,0.0381,0.025,1.9119,4.2727,0.4414,0.0855,37.827,103.2486,49.0324,0.1325,1,1.169,6.1636,4.4271,0.1751,9.9595,0.0077,1.551,8.0266,249.4622,814.6081,741.2108
ytma10_010704_benign1_ccd.tif,130cdf25-666c-4d5f-936e-bb31fb310639,Annotation,,,Root object (Image),Polygon,69.78,191.59,91.25,44,365,365,88,0.2411,0.5923,1.6884,23.0368,20.3346,0.8827,0.8827,365,365,88,0.2411,0.5923,0.2495,22.1101,1.6884,31.1448,31.1448,23,21,23.0368,20.3346,20.3346,0.8827,5242525,5242525,1.24,71,108,133,152,119.1918,119,11,81,8.5704,5.0079,119.8461,156.4016,12.5061,-1.1332,5.9092,0.5,10.3656,3.1861,5.1059,-0.4113,1.0801,0.223,0.6577,0.3682,2.0315,0.8885,0.9914,0.8885,0.9628,0.223,0.5672,0.3258,0.223,0.7657,0.1733,6.3722,1.8085,-0.3173,0,0.3706,33.2,69.72,0.3984,27.56,0.1575,0.4795,0.5649,15.7992,4.3259,0.1192,11.9314,0.0438,5.0871,3.5966,329.9886,0.2397,6540.1111,3.2222,0.358,1.2222,0.1358,0.0247,1.358,4895.358,3.1699,0.1904,13.2222,0.0241,4.6461,713.7753,61506.4444,0.0325,0.0072,1.5415,2.3133,0.3104,0.0382,50.0685,182.5068,66.589,0.1824,1,0.3401,4.3116,3.644,0.1116,10.7562,0.0042,0.4995,5.3771,511.1233,139.5548,383.1794
ytma10_010704_benign1_ccd.tif,6f17bbbc-27ec-4279-b0b9-0d12c566d9e9,Annotation,,,Root object (Image),Polygon,238.84,302.27,91,45,364,364,90,0.2473,0.5647,1.7708,29.0056,16.0697,0.554,0.554,364,364,90,0.2473,0.5647,0.2405,20.5555,1.7708,33.121,33.121,16,29,29.0056,16.0697,16.0697,0.554,6073936,6073936,1.2444,91,112,142,173,128.533,130,18,82,10.3194,7.3453,129.1768,165.9137,12.8808,-0.084,3.2752,0.4806,7.0848,2.6186,3.1497,-0.426,1.1014,0.1903,0.7053,0.3463,1.9951,0.9057,0.9888,0.9058,0.9623,0.1875,0.5004,0.3229,0.1888,0.7045,0.1547,5.2372,1.7996,-0.3677,0,0.2802,41.0263,61.8816,0.4071,18.5789,0.1222,0.4176,0.4792,18.0873,4.5834,0.18,7.8618,0.0428,2.6654,6.5799,303.5526,0.2866,7431.75,2.75,0.3438,1.25,0.1562,0.022,1.25,5361.5,2.75,0.2326,10.25,0.0212,4.5296,1041.7561,59274.625,0.0371,0.0099,2.2946,1.1176,0.1964,0.0352,52.9066,174.9396,76.8462,0.2111,1,0.3316,3.9066,3.6668,0.1729,7.3599,0.0055,0.3262,8.8475,380.7665,477.6758,604.5385
ytma10_010704_benign1_ccd.tif,f5448c9f-a419-4286-bd85-1ba4fdcb4cbd,Annotation,,,Root object (Image),Polygon,119.93,324.56,91,47,364,364,94,0.2582,0.5177,1.9317,32.8598,14.1825,0.4316,0.4316,364,364,94,0.2582,0.5177,0.2253,18.0415,1.9317,35.3412,35.3412,15,32,32.8598,14.1825,14.1825,0.4316,5490673,5490673,1.7192,78,100,150,188,121.1676,117,29,110,16.4946,12.3236,122.818,402.6835,20.067,0.709,3.1033,0.3646,5.8737,2.333,14.1028,1.7434,2.0536,0.3296,0.7234,0.2372,2.7296,0.8406,0.9874,0.8412,0.9468,0.3128,0.4342,0.5958,0.3206,0.9341,0.2268,4.6659,2.3875,-0.3234,0,0.4296,20.0614,63.7018,0.2794,46.2544,0.2029,0.6264,0.9456,9.8663,4.3456,0.2388,8.364,0.0759,4.778,4.9029,112.3333,0.2264,2723.625,4.25,0.2656,1.75,0.1094,0.044,1.6094,2206.0625,3.7028,0.3224,9.875,0.0254,3.3307,623.8247,13751.875,0.0312,0.0202,2.9428,2.8833,0.2777,0.0531,40.7473,132.7088,49.6593,0.1364,1,0.6781,4.4168,4.1787,0.2573,6.5495,0.0102,0.5459,10.9929,210.2637,239.8517,649.1208
ytma10_010704_benign1_ccd.tif,4d07804c-b9e0-4912-9551-45c661855659,Annotation,,,Root object (Image),Polygon,223.48,274.68,90.75,49,363,363,98,0.27,0.475,2.1054,34.0131,13.9657,0.4106,0.4106,363,363,98,0.27,0.475,0.2111,15.8339,2.1054,36.2353,36.2353,32,17,34.0131,13.9657,13.9657,0.4106,4702142,4702142,1.48,75,95,136,156,112.7328,111,21,81,12.4663,8.8012,113.8137,244.879,15.6486,0.4813,2.9753,0.4279,4.1405,1.9632,6.7362,0.5122,1.4055,0.26,0.6878,0.2978,2.3411,0.87,0.9847,0.87,0.948,0.26,0.5034,0.4164,0.26,0.8267,0.1924,3.9264,2.0811,-0.3215,0,0.3852,25.9492,65.0609,0.3303,33.8528,0.1718,0.5427,0.6744,12.368,4.3069,0.3135,6.0558,0.0797,3.2576,9.523,103.4112,0.2901,4817.7273,4.0909,0.3719,1.5455,0.1405,0.0303,0.9256,3728.7273,3.0272,0.2765,8.3636,0.0332,2.6916,1459.1932,19159.3636,0.0311,0.0197,4.3745,1.5006,0.1696,0.0445,45.4408,155.3306,57.6667,0.1589,1,0.4698,4.1345,3.8514,0.3665,4.6143,0.0116,0.3152,17.9831,171.9917,446.9683,549.3622
ytma10_010704_benign1_ccd.tif,f469e116-bce6-423c-b258-858f870a3c28,Annotation,,,Root object (Image),Polygon,29.09,235.07,89.75,45,359,359,90,0.2507,0.557,1.7955,27.2141,16.903,0.6211,0.6211,359,359,90,0.2507,0.557,0.2372,19.9946,1.7955,32.0156,32.0156,25,20,27.2141,16.903,16.903,0.6211,3157186,3157186,1.1236,69,77,109,131,92.9638,93,18,62,9.9585,7.733,93.7784,152.124,12.3339,0.5095,2.9405,0.5494,5.0895,2.2178,2.8511,0.6738,0.8599,0.1768,0.6589,0.4525,1.7648,0.9116,0.9896,0.9116,0.9646,0.1768,0.6471,0.2592,0.1768,0.6731,0.1456,4.4357,1.588,-0.3296,0,0.3038,40.4238,58.7219,0.3889,19.4371,0.1287,0.4206,0.5144,17.8141,4.3763,0.2272,6.8808,0.0653,2.696,9.7055,185.3907,0.1605,6518.9,3.4,0.34,1.6,0.16,0.0279,1.01,5230.09,3.1219,0.2931,8.3,0.028,1.4982,1591.8486,27623.8,0.0378,0.0088,2.7636,1.1195,0.1947,0.0341,54.2702,197.234,75.6017,0.2106,1,0.288,3.9353,3.3117,0.2339,5.4039,0.0072,0.2515,12.8293,260.1337,58.1713,470.1407
ytma10_010704_benign1_ccd.tif,40e81313-1d8d-47ab-b518-71ba58ae1c38,Annotation,,,Root object (Image),Polygon,28.73,27.32,89.25,45,357,357,90,0.2521,0.5539,1.8055,27.5709,16.6883,0.6053,0.6053,357,357,90,0.2521,0.5539,0.2359,19.7725,1.8055,32.7567,32.7567,17,28,27.5709,16.6883,16.6883,0.6053,6716539,6716539,1.6714,97,117,161,189,136.07,134,22,92,13.9024,10.1258,137.1635,298.7822,17.2853,0.5894,3.0227,0.3587,8.6047,2.8615,10.6038,1.1005,1.9392,0.2739,0.7525,0.2379,2.5889,0.8685,0.9895,0.8691,0.9561,0.2568,0.3945,0.5533,0.2648,0.8602,0.2038,5.7231,2.3022,-0.3734,0,0.362,22.9645,56.3096,0.2858,32.8579,0.1668,0.5518,0.8998,9.8284,4.5441,0.134,11.3553,0.0421,5.2507,3.5421,184.8934,0.2748,2507,3.6667,0.2444,2.2,0.1467,0.042,1.4489,1940.56,3.6402,0.1602,13.4667,0.0382,3.9834,367.1537,20096.1333,0.0348,0.0159,2.0911,2.5056,0.2896,0.0481,46.2493,128.0588,56.0588,0.157,1,0.6253,4.4895,4.1984,0.1469,9.2101,0.0065,0.5984,7.1134,372.7451,57.4552,54.6317
ytma10_010704_benign1_ccd.tif,b4d81dc6-bf66-4c60-b3bf-925746c06ac0,Annotation,,,Root object (Image),Polygon,99.35,152.63,88.5,44,354,354,88,0.2486,0.5744,1.7408,24.6817,18.3637,0.744,0.744,354,354,88,0.2486,0.5744,0.2419,20.7975,1.7408,31.1448,31.1448,23,21,24.6817,18.3637,18.3637,0.744,6804767,6804767,2.0101,80,106,169,183,136.6073,134,35,103,19.7141,14.7972,138.6453,560.939,23.6842,-0.1325,2.351,0.2745,9.8619,3.0084,31.8596,-1.6833,3.6794,0.4333,0.7893,0.1305,3.3338,0.8008,0.9836,0.8027,0.9333,0.3789,0.2265,1.0282,0.4043,1.054,0.2698,6.0168,2.8553,-0.3535,0,0.4842,11.4473,81.1891,0.2952,72.9345,0.2652,0.7768,0.9199,4.819,4.1348,0.1968,8.9236,0.0914,3.9475,1.985,127.4473,0.3419,1736.75,3.625,0.2266,2.25,0.1406,0.0452,1.6836,1247.2344,3.7028,0.2462,10.3125,0.0477,3.8823,214.0666,19048.4375,0.0358,0.0308,2.3281,2.7256,0.2715,0.0646,34.5254,97.1695,48.4689,0.1369,1,0.9906,4.0575,4.6825,0.196,9.8051,0.0124,0.5925,6.6972,370.6921,198.6949,305.2599
ytma10_010704_benign1_ccd.tif,a8a68ce9-bec0-4175-9ac4-f4ca0ebc6240,Annotation,,,Root object (Image),Polygon,218.4,72.67,87.5,44,350,350,88,0.2514,0.568,1.7607,25.7758,17.3571,0.6734,0.6734,350,350,88,0.2514,0.568,0.2392,20.3301,1.7607,31.241,31.241,20,24,25.7758,17.3571,17.3571,0.6734,7338871,7338871,1.2819,108,126,160,167,144.26,146,19,59,10.4589,8.3462,144.804,157.2553,12.5401,-0.4519,2.3647,0.445,5.7251,2.3386,3.5684,-0.3912,1.2487,0.2247,0.695,0.2908,2.1428,0.8876,0.9775,0.8876,0.9438,0.2247,0.4046,0.3684,0.2247,0.7687,0.1742,4.6772,1.9181,-0.3429,0,0.2914,28.071,70.5385,0.4174,23.5444,0.1393,0.4829,0.4174,10.9147,4.2387,0.2894,5.4201,0.0764,1.7635,5.6483,179.1953,0.3246,4495.6364,5.3636,0.4876,1.7273,0.157,0.0314,0.7769,3483.2397,2.8454,0.3662,6.3636,0.0411,2.8761,939.0025,25088.6364,0.0316,0.0266,6.833,0.6894,0.0889,0.0404,49.24,155.7543,61.4914,0.1757,1,0.3615,3.8509,3.8518,0.2447,5.8371,0.0095,0.2623,10.594,302.7571,436.7971,145.3343
ytma10_010704_benign1_ccd.tif,b0139b56-78b5-4353-8cc0-a4de5f4d3930,Annotation,,,Root object (Image),Polygon,93.09,147.24,87.5,48,350,350,96,0.2743,0.4772,2.0954,28.9681,15.4783,0.5343,0.5343,350,350,96,0.2743,0.4772,0.2099,15.6594,2.0954,33.3017,33.3017,22,25,28.9681,15.4783,15.4783,0.5343,5881003,5881003,1.763,74,107,156,175,128.1343,126,24,101,15.3565,10.5449,129.6259,384.4705,19.6079,-0.0622,3.1329,0.334,13.9293,3.6592,16.762,-0.2247,2.5105,0.3509,0.7547,0.1773,2.9641,0.8422,0.9906,0.8442,0.9546,0.2956,0.2826,0.7154,0.3214,0.9746,0.2476,7.3183,2.5593,-0.3493,0,0.3374,16.6415,70.8774,0.3343,35.5849,0.1679,0.6057,0.7325,5.7391,4.5045,0.0994,13.6179,0.0381,4.6205,1.4516,235.8679,0.4414,2364.5333,3.8,0.2533,3.1333,0.2089,0.0429,1.4933,1820.0889,3.3736,0.1404,15.9333,0.0875,7.5557,199.3496,31685.2667,0.0348,0.012,1.1969,3.9843,0.4722,0.055,40.9314,116.8914,55.5371,0.1587,1,0.6842,3.6866,4.5254,0.0923,13.8714,0.0071,0.8038,3.5824,583.2029,186.1829,294.4886
ytma10_010704_benign1_ccd.tif,82d24d42-99e0-4117-b766-beac628eae75,Annotation,,,Root object (Image),Polygon,220.83,308.47,87,41,348,348,82,0.2356,0.6504,1.5376,21.6692,20.518,0.9469,0.9469,348,348,82,0.2356,0.6504,0.2644,24.841,1.5376,29,29,21,20,21.6692,20.518,20.518,0.9469,6000157,6000157,1.9515,73,104,157,191,129.5259,128,27,118,16.3809,10.9464,131.3082,464.8815,21.5611,-0.2544,3.4995,0.3087,14.6716,3.7363,36.7199,-1.7819,3.2996,0.4516,0.7592,0.1413,3.3383,0.7984,0.988,0.8011,0.942,0.3761,0.2734,0.9378,0.4113,1.08,0.2824,7.4725,2.8257,-0.3188,0,0.442,11.5019,80.0345,0.3066,59.728,0.2288,0.75,0.9042,4.3908,4.3109,0.1053,14.3487,0.0418,6.3146,1.0361,176.023,0.3137,1833.625,4.875,0.3047,2.375,0.1484,0.046,1.2461,1360.5625,3.4528,0.1505,13.0625,0.0265,4.2572,132.651,28653.8125,0.0347,0.0174,1.2508,4.1301,0.456,0.0601,33.7644,107.4425,53.908,0.1549,1,0.8932,3.3244,4.6888,0.1015,14.6983,0.0059,0.8586,3.1516,508.0374,441.6552,616.9454
ytma10_010704_benign1_ccd.tif,5707fba1-2e09-44e5-b63d-a6191aad7e7f,Annotation,,,Root object (Image),Polygon,164.03,38.4,86.75,44,347,347,88,0.2536,0.5631,1.7759,26.2537,17.1456,0.6531,0.6531,347,347,88,0.2536,0.5631,0.2372,19.9831,1.7759,31.9061,31.9061,17,27,26.2537,17.1456,17.1456,0.6531,4760203,4760203,1.2081,78,103,134,169,116.2795,115,16,91,10.4977,6.758,117.1246,197.2331,14.044,0.519,4.4271,0.5433,4.8084,2.1493,3.9561,0.5601,0.935,0.1798,0.6774,0.4577,1.8236,0.9101,0.9894,0.9101,0.964,0.1798,0.6591,0.2787,0.1798,0.6797,0.1475,4.2987,1.6437,-0.3516,0,0.3852,47.483,50.2789,0.342,24.3741,0.1658,0.4236,0.6445,25.1943,4.4265,0.251,6.9116,0.0838,3.4062,12.1854,207.0748,0.2932,5860.0909,3.3636,0.3058,2.4545,0.2231,0.0317,1.1736,4864.9752,3.2776,0.2677,9.6364,0.0459,3.4802,1435.4053,25396.6364,0.0394,0.0105,2.7799,1.1164,0.2016,0.041,54.4697,188.5101,83.8473,0.2416,1,0.3287,4.8221,3.3249,0.264,5.1383,0.0096,0.3184,14.5916,242.2507,328.0504,76.7968
